state,a0,a1,a2,a3,a4,a5,a6,a7
330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
433,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
450,0.0000,6.8227,0.0000,6.8224,0.0000,7.2222,0.0000,47.3802
451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
454,0.0000,6.6639,0.0000,6.5702,0.0000,7.0779,7.2778,0.0000
455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
458,0.0000,6.6786,0.0000,6.6787,7.2778,0.0000,0.0000,7.0780
459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
462,0.0000,6.3165,0.0000,6.1337,7.0525,0.0000,7.2223,0.0000
463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
466,0.0000,5.9592,7.2778,0.0000,0.0000,6.6782,0.0000,6.3692
467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
470,0.0000,3.5980,7.1791,0.0000,0.0000,5.7936,6.8300,0.0000
471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
474,0.0000,5.4779,7.2224,0.0000,6.7772,0.0000,0.0000,6.0724
475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
478,0.0000,5.0052,5.3090,0.0000,3.1843,0.0000,6.6784,0.0000
479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
482,7.2779,0.0000,0.0000,5.6464,0.0000,6.3679,0.0000,6.0084
483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
486,7.2206,0.0000,0.0000,3.4066,0.0000,5.4136,5.9701,0.0000
487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
490,7.2225,0.0000,0.0000,5.3819,6.7582,0.0000,0.0000,5.0702
491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
494,7.0760,0.0000,0.0000,3.8008,5.4945,0.0000,3.7510,0.0000
495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
498,6.8351,0.0000,3.3584,0.0000,0.0000,2.3364,0.0000,3.4091
499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
502,4.3634,0.0000,1.0434,0.0000,0.0000,5.1099,3.0089,0.0000
503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
506,6.6717,0.0000,3.4791,0.0000,3.2183,0.0000,0.0000,3.9102
507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
510,6.1378,0.0000,5.4100,0.0000,3.3748,0.0000,4.6206,0.0000
511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
546,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
